mean,std,skewness,kurtosis,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,lbp_energy_r1,lbp_entropy_r1,image_name,image_path,class
128.574475,73.19552481862792,0.014022926533017026,-1.1855944733725388,0.3780150753768844,0.8611938508120891,0.2705151404283682,0.9636063338897202,0.1933383912490333,2.77643608647175,15-scale_1_im_2_col.png,./Clustering_PRJ/aluminium_foil\train\15-scale_1_im_2_col.png,aluminium_foil
129.36375,74.4474897893643,0.05275065976656684,-1.1627781928023897,0.27268844221105526,0.8757435025807772,0.27616852658180807,0.9732536091833384,0.1573404437492133,2.9665538711927653,15-scale_1_im_3_col.png,./Clustering_PRJ/aluminium_foil\train\15-scale_1_im_3_col.png,aluminium_foil
129.851475,72.17870472185251,-0.012647951012875984,-1.1770719313198548,1.5525125628140706,0.7174996893480488,0.21484027459908056,0.844455797259766,0.12357142874938215,3.1604916809082777,15-scale_1_im_4_col.png,./Clustering_PRJ/aluminium_foil\train\15-scale_1_im_4_col.png,aluminium_foil
129.482275,72.38222113077475,-0.011260608891406875,-1.1721085242390126,1.6676633165829144,0.6927009745437471,0.2055173634566055,0.8393647588182991,0.11527557749942362,3.216306588671476,15-scale_1_im_5_col.png,./Clustering_PRJ/aluminium_foil\train\15-scale_1_im_5_col.png,aluminium_foil
128.890975,72.9483371198369,-0.012167112139096138,-1.1881362050127364,1.7114572864321609,0.6909788571080915,0.2043650881765831,0.8316806430866133,0.1191407412494043,3.194775013537951,15-scale_1_im_6_col.png,./Clustering_PRJ/aluminium_foil\train\15-scale_1_im_6_col.png,aluminium_foil
128.730475,74.35267063982555,0.02998280223269075,-1.1790368690920632,0.404572864321608,0.8452383348809598,0.26186644086767924,0.9609240532869253,0.1978764062490106,2.7588777941272573,15-scale_1_im_7_col.png,./Clustering_PRJ/aluminium_foil\train\15-scale_1_im_7_col.png,aluminium_foil
128.543625,73.72150159118692,0.02533247794895168,-1.1828833468635644,0.4211557788944723,0.8416777325541736,0.2611452264734431,0.9595090930353216,0.2127431537489363,2.70406809140259,15-scale_1_im_8_col.png,./Clustering_PRJ/aluminium_foil\train\15-scale_1_im_8_col.png,aluminium_foil
128.881275,73.15315529335953,0.015948225472226695,-1.174289648009269,0.3321608040201005,0.8563293844789559,0.26655570776535503,0.967425505669456,0.15454323249922727,2.9900233013309547,15-scale_1_im_9_col.png,./Clustering_PRJ/aluminium_foil\train\15-scale_1_im_9_col.png,aluminium_foil
128.85135,74.37726906237886,0.02557391198527241,-1.2061139043617246,1.3303015075376885,0.7174937639155788,0.23364708121791825,0.8810928993210937,0.12952334999935236,3.1385622406153253,15-scale_2_im_1_col.png,./Clustering_PRJ/aluminium_foil\train\15-scale_2_im_1_col.png,aluminium_foil
128.479675,73.21967452054383,0.008362163451392669,-1.186189988084095,1.2929648241206029,0.7344009955611492,0.218686710245384,0.8742182888335724,0.12364695374938175,3.1695951111535092,15-scale_2_im_2_col.png,./Clustering_PRJ/aluminium_foil\train\15-scale_2_im_2_col.png,aluminium_foil
128.529075,73.16225806141014,-0.0033422097031798755,-1.1827151973923677,2.1176884422110556,0.680922037852218,0.20072548007931604,0.7941179606949985,0.11539129749942305,3.2198953482238464,15-scale_2_im_4_col.png,./Clustering_PRJ/aluminium_foil\train\15-scale_2_im_4_col.png,aluminium_foil
128.715625,73.02673110484527,-0.007214448191903072,-1.187409676989431,2.0924120603015073,0.6604700202738039,0.19485234276607308,0.7955249079741157,0.11175107499944122,3.241357894716694,15-scale_2_im_5_col.png,./Clustering_PRJ/aluminium_foil\train\15-scale_2_im_5_col.png,aluminium_foil
128.564125,73.10198723690331,-0.006680516576863052,-1.1872100822478566,1.8175628140703521,0.6829162538263042,0.20140393597977616,0.8223129278442334,0.11399833124943,3.227570840840162,15-scale_2_im_6_col.png,./Clustering_PRJ/aluminium_foil\train\15-scale_2_im_6_col.png,aluminium_foil
128.4304,73.48765852740173,0.00832328849903448,-1.1866926602301018,1.4901005025125629,0.7007477484032613,0.20761785443566183,0.8554090774307462,0.12487944249937559,3.16496017376848,15-scale_2_im_7_col.png,./Clustering_PRJ/aluminium_foil\train\15-scale_2_im_7_col.png,aluminium_foil
