image_name,class,glcm_homogeneity,skewness,kurtosis,std,lbp_entropy_r1
15-scale_1_im_2_col.png,aluminium_foil,0.8611938508120891,0.014022926533017,-1.1855944733725388,73.19552481862792,2.77643608647175
15-scale_1_im_3_col.png,aluminium_foil,0.8757435025807772,0.0527506597665668,-1.1627781928023897,74.4474897893643,2.9665538711927653
15-scale_1_im_4_col.png,aluminium_foil,0.7174996893480488,-0.0126479510128759,-1.1770719313198548,72.17870472185251,3.1604916809082777
15-scale_1_im_5_col.png,aluminium_foil,0.6927009745437471,-0.0112606088914068,-1.1721085242390126,72.38222113077475,3.216306588671476
15-scale_1_im_6_col.png,aluminium_foil,0.6909788571080915,-0.0121671121390961,-1.1881362050127364,72.9483371198369,3.194775013537951
15-scale_1_im_7_col.png,aluminium_foil,0.8452383348809598,0.0299828022326907,-1.1790368690920632,74.35267063982555,2.7588777941272573
15-scale_1_im_8_col.png,aluminium_foil,0.8416777325541736,0.0253324779489516,-1.1828833468635644,73.72150159118692,2.70406809140259
15-scale_1_im_9_col.png,aluminium_foil,0.8563293844789559,0.0159482254722266,-1.174289648009269,73.15315529335953,2.9900233013309547
15-scale_2_im_1_col.png,aluminium_foil,0.7174937639155788,0.0255739119852724,-1.2061139043617246,74.37726906237886,3.1385622406153253
15-scale_2_im_2_col.png,aluminium_foil,0.7344009955611492,0.0083621634513926,-1.186189988084095,73.21967452054383,3.169595111153509
15-scale_2_im_4_col.png,aluminium_foil,0.680922037852218,-0.0033422097031798,-1.1827151973923675,73.16225806141014,3.2198953482238464
15-scale_2_im_5_col.png,aluminium_foil,0.6604700202738039,-0.007214448191903,-1.187409676989431,73.02673110484527,3.241357894716694
15-scale_2_im_6_col.png,aluminium_foil,0.6829162538263042,-0.006680516576863,-1.1872100822478566,73.10198723690331,3.227570840840162
15-scale_2_im_7_col.png,aluminium_foil,0.7007477484032613,0.0083232884990344,-1.1866926602301018,73.48765852740173,3.16496017376848
15-scale_2_im_8_col.png,aluminium_foil,0.7008060284300308,0.0266736288446968,-1.1956175662270627,74.02790683206908,3.133660883924133
15-scale_2_im_9_col.png,aluminium_foil,0.7435498591158065,0.0078183968854639,-1.178945797229627,73.05133354104068,3.173443653310668
15-scale_3_im_1_col.png,aluminium_foil,0.6385529453553693,0.020019132689605,-1.205297680347228,74.36481534297235,3.2194663087109743
15-scale_3_im_2_col.png,aluminium_foil,0.6517246532282299,0.0088892162122,-1.1859746744703203,73.24160547987309,3.2355539160624174
15-scale_3_im_3_col.png,aluminium_foil,0.7000147914575937,0.0073245946987022,-1.1783921680580276,73.39161785574954,3.236207330421059
15-scale_3_im_4_col.png,aluminium_foil,0.6452288749605923,-0.0042618564776484,-1.1771967867822968,72.90110911321926,3.242458843572472
15-scale_3_im_5_col.png,aluminium_foil,0.6381890815210945,-0.0059045204224013,-1.187902480772043,73.2060956127246,3.238246847357429
15-scale_3_im_7_col.png,aluminium_foil,0.6577860885078444,0.0082221160999002,-1.1864706767664492,73.55955914151725,3.240299607628604
15-scale_3_im_8_col.png,aluminium_foil,0.6285369522185957,0.0127359807201779,-1.187264111173147,73.52897216910063,3.2096578133929623
15-scale_3_im_9_col.png,aluminium_foil,0.6824817143685897,-0.0008715489804349,-1.1825000875194092,72.95601352698762,3.242034506779748
15-scale_4_im_1_col.png,aluminium_foil,0.6099710316901863,0.0157158285796084,-1.2046636471531158,74.25831243623503,3.215373609565197
15-scale_4_im_2_col.png,aluminium_foil,0.6414627171567757,0.0097635253701968,-1.188047190146176,73.30645962599408,3.2337322373110404
15-scale_4_im_3_col.png,aluminium_foil,0.6634031309169057,0.0042817866611329,-1.1823089027507254,73.30053241252755,3.245361202645719
15-scale_4_im_4_col.png,aluminium_foil,0.622588194426947,-0.0003802442474392,-1.1780456006783186,73.23893132274323,3.2403276885979406
15-scale_4_im_5_col.png,aluminium_foil,0.6294691801922663,-0.0050540190893733,-1.1854558610354209,73.17821508959736,3.239330807054336
15-scale_4_im_6_col.png,aluminium_foil,0.6175174842661393,-0.0067422699063533,-1.1836814879555877,73.22507582580147,3.252035086635203
15-scale_4_im_7_col.png,aluminium_foil,0.6365949258337671,0.0039320134246282,-1.1867130497225706,73.26345686533891,3.242251068160527
15-scale_4_im_8_col.png,aluminium_foil,0.6105868960800087,0.014533953388651,-1.1889339440268492,73.66254012535391,3.218283072101807
